country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IT,Italy,Liguria,,2020-04-08,-80,-40,-78,-75,-65,30
IT,Italy,Liguria,,2020-04-09,-79,-36,-77,-74,-65,31
IT,Italy,Liguria,,2020-04-10,-77,-29,-73,-73,-64,31
IT,Italy,Liguria,,2020-04-11,-84,-43,-86,-76,-55,25
IT,Italy,Liguria,,2020-04-12,-94,-85,-92,-85,-60,23
IT,Italy,Liguria,,2020-04-13,-94,-87,-88,-88,-87,38
IT,Italy,Liguria,,2020-04-14,-78,-41,-74,-73,-62,28
IT,Italy,Liguria,,2020-04-15,-78,-40,-76,-73,-62,29
IT,Italy,Liguria,,2020-04-16,-77,-39,-75,-72,-61,30
IT,Italy,Liguria,,2020-04-17,-76,-36,-71,-73,-61,30
IT,Italy,Liguria,,2020-04-18,-84,-48,-85,-76,-51,25
IT,Italy,Liguria,,2020-04-19,-93,-77,-91,-84,-55,23
IT,Italy,Liguria,,2020-04-20,-78,-51,-80,-74,-61,28
IT,Italy,Liguria,,2020-04-21,-78,-45,-76,-73,-60,28
IT,Italy,Liguria,,2020-04-22,-77,-44,-76,-71,-59,28
IT,Italy,Liguria,,2020-04-23,-76,-41,-72,-70,-59,28
IT,Italy,Liguria,,2020-04-24,-73,-31,-67,-69,-58,28
IT,Italy,Liguria,,2020-04-25,-90,-70,-86,-80,-62,27
IT,Italy,Liguria,,2020-04-26,-90,-67,-88,-79,-51,21
IT,Italy,Liguria,,2020-04-27,-69,-36,-61,-66,-55,25
IT,Italy,Liguria,,2020-04-28,-75,-44,-69,-70,-58,26
IT,Italy,Liguria,,2020-04-29,-69,-32,-55,-64,-55,25
IT,Italy,Liguria,,2020-04-30,-68,-24,-64,-66,-55,26
IT,Italy,Liguria,,2020-05-01,-89,-87,-59,-80,-84,37
IT,Italy,Liguria,,2020-05-02,-73,-32,-61,-61,-42,21
IT,Italy,Liguria,,2020-05-03,-82,-61,-63,-64,-40,18
IT,Italy,Liguria,,2020-05-04,-54,-23,-28,-51,-46,18
IT,Italy,Liguria,,2020-05-05,-59,-26,-42,-56,-47,21
IT,Italy,Liguria,,2020-05-06,-57,-23,-32,-51,-46,20
IT,Italy,Liguria,,2020-05-07,-56,-23,-24,-51,-46,20
IT,Italy,Liguria,,2020-05-08,-55,-20,-12,-51,-45,21
IT,Italy,Liguria,,2020-05-09,-62,-26,-40,-46,-32,15
IT,Italy,Liguria,,2020-05-10,-72,-54,-53,-52,-30,14
IT,Italy,Liguria,,2020-05-11,-62,-37,-62,-62,-47,22
IT,Italy,Liguria,,2020-05-12,-53,-20,-28,-51,-43,19
IT,Italy,Liguria,,2020-05-13,-57,-26,-44,-54,-43,20
IT,Italy,Liguria,,2020-05-14,-53,-21,-21,-49,-42,18
IT,Italy,Liguria,,2020-05-15,-56,-22,-32,-56,-43,21
IT,Italy,Liguria,,2020-05-16,-62,-27,-50,-52,-28,15
IT,Italy,Liguria,,2020-05-17,-64,-44,-31,-45,-23,12
IT,Italy,Liguria,,2020-05-18,-35,-19,-6,-42,-35,14
IT,Italy,Liguria,,2020-05-19,-42,-20,-30,-46,-37,16
IT,Italy,Liguria,,2020-05-20,-36,-15,-3,-40,-36,14
IT,Italy,Liguria,,2020-05-21,-35,-14,2,-40,-37,15
IT,Italy,Liguria,,2020-05-22,-34,-11,24,-38,-34,14
IT,Italy,Liguria,,2020-05-23,-43,-17,-22,-37,-15,9
IT,Italy,Liguria,,2020-05-24,-42,-30,-8,-33,-11,5
IT,Italy,Liguria,,2020-05-25,-31,-18,4,-38,-34,12
IT,Italy,Liguria,,2020-05-26,-31,-14,18,-35,-33,12
IT,Italy,Liguria,,2020-05-27,-32,-13,2,-37,-33,12
IT,Italy,Liguria,,2020-05-28,-31,-12,8,-37,-33,12
IT,Italy,Liguria,,2020-05-29,-32,-9,11,-38,-33,13
IT,Italy,Lombardy,,2020-02-15,2,-1,50,8,-2,-1
IT,Italy,Lombardy,,2020-02-16,-1,2,13,2,0,-1
IT,Italy,Lombardy,,2020-02-17,-3,-2,-14,1,0,0
IT,Italy,Lombardy,,2020-02-18,2,1,32,4,1,0
IT,Italy,Lombardy,,2020-02-19,2,1,19,4,1,-1
IT,Italy,Lombardy,,2020-02-20,2,0,19,4,0,-1
IT,Italy,Lombardy,,2020-02-21,1,1,20,3,0,0
IT,Italy,Lombardy,,2020-02-22,-6,6,37,1,-1,0
IT,Italy,Lombardy,,2020-02-23,-19,30,12,-13,-2,2
IT,Italy,Lombardy,,2020-02-24,-18,27,28,-32,-22,9
IT,Italy,Lombardy,,2020-02-25,-22,3,8,-37,-23,11
IT,Italy,Lombardy,,2020-02-26,-23,-7,-5,-40,-23,11
IT,Italy,Lombardy,,2020-02-27,-19,-7,7,-39,-23,10
IT,Italy,Lombardy,,2020-02-28,-16,-6,32,-37,-24,10
IT,Italy,Lombardy,,2020-02-29,-24,-5,-12,-34,-20,8
IT,Italy,Lombardy,,2020-03-01,-33,-9,-38,-40,-14,7
IT,Italy,Lombardy,,2020-03-02,-26,-18,-53,-44,-20,11
IT,Italy,Lombardy,,2020-03-03,-13,-1,16,-35,-19,9
IT,Italy,Lombardy,,2020-03-04,-14,-1,46,-34,-19,8
IT,Italy,Lombardy,,2020-03-05,-22,-6,-31,-42,-21,11
IT,Italy,Lombardy,,2020-03-06,-20,-2,1,-40,-22,11
IT,Italy,Lombardy,,2020-03-07,-25,-1,54,-31,-19,7
IT,Italy,Lombardy,,2020-03-08,-48,-1,16,-42,-19,8
IT,Italy,Lombardy,,2020-03-09,-42,-9,-35,-57,-31,16
IT,Italy,Lombardy,,2020-03-10,-50,-8,-25,-61,-38,20
IT,Italy,Lombardy,,2020-03-11,-57,-13,-23,-65,-43,22
IT,Italy,Lombardy,,2020-03-12,-74,-26,-62,-74,-52,28
IT,Italy,Lombardy,,2020-03-13,-78,-27,-57,-76,-58,31
IT,Italy,Lombardy,,2020-03-14,-86,-46,-80,-80,-63,26
IT,Italy,Lombardy,,2020-03-15,-91,-58,-78,-83,-57,22
IT,Italy,Lombardy,,2020-03-16,-78,-35,-62,-79,-63,30
IT,Italy,Lombardy,,2020-03-17,-80,-39,-59,-80,-65,32
IT,Italy,Lombardy,,2020-03-18,-82,-42,-67,-81,-66,33
IT,Italy,Lombardy,,2020-03-19,-82,-43,-72,-82,-67,34
IT,Italy,Lombardy,,2020-03-20,-82,-40,-76,-82,-68,36
IT,Italy,Lombardy,,2020-03-21,-88,-55,-84,-83,-67,27
IT,Italy,Lombardy,,2020-03-22,-95,-80,-92,-89,-65,24
IT,Italy,Lombardy,,2020-03-23,-84,-47,-82,-86,-74,35
IT,Italy,Lombardy,,2020-03-24,-84,-48,-78,-85,-74,36
IT,Italy,Lombardy,,2020-03-25,-86,-50,-82,-86,-75,37
IT,Italy,Lombardy,,2020-03-26,-86,-51,-83,-86,-77,39
IT,Italy,Lombardy,,2020-03-27,-86,-47,-82,-86,-77,40
IT,Italy,Lombardy,,2020-03-28,-89,-59,-85,-85,-70,28
IT,Italy,Lombardy,,2020-03-29,-95,-81,-91,-89,-65,24
IT,Italy,Lombardy,,2020-03-30,-85,-48,-82,-85,-75,36
IT,Italy,Lombardy,,2020-03-31,-92,-42,-78,-84,-76,37
IT,Italy,Lombardy,,2020-04-01,-92,-40,-78,-84,-75,37
IT,Italy,Lombardy,,2020-04-02,-92,-40,-78,-84,-75,38
IT,Italy,Lombardy,,2020-04-03,-88,-39,-78,-84,-74,39
IT,Italy,Lombardy,,2020-04-04,-91,-53,-84,-84,-68,28
IT,Italy,Lombardy,,2020-04-05,-96,-77,-90,-88,-64,24
IT,Italy,Lombardy,,2020-04-06,-86,-39,-77,-83,-71,34
IT,Italy,Lombardy,,2020-04-07,-85,-39,-75,-83,-72,35
IT,Italy,Lombardy,,2020-04-08,-85,-37,-77,-83,-71,35
IT,Italy,Lombardy,,2020-04-09,-84,-33,-77,-83,-71,35
IT,Italy,Lombardy,,2020-04-10,-84,-29,-77,-82,-73,38
IT,Italy,Lombardy,,2020-04-11,-89,-47,-83,-82,-67,27
IT,Italy,Lombardy,,2020-04-12,-97,-95,-91,-90,-68,25
IT,Italy,Lombardy,,2020-04-13,-96,-84,-85,-92,-92,43
IT,Italy,Lombardy,,2020-04-14,-83,-40,-74,-82,-68,34
IT,Italy,Lombardy,,2020-04-15,-83,-38,-75,-82,-67,34
IT,Italy,Lombardy,,2020-04-16,-82,-38,-75,-82,-67,34
IT,Italy,Lombardy,,2020-04-17,-83,-36,-75,-82,-67,36
IT,Italy,Lombardy,,2020-04-18,-88,-55,-82,-81,-63,27
IT,Italy,Lombardy,,2020-04-19,-95,-79,-89,-87,-60,23
IT,Italy,Lombardy,,2020-04-20,-82,-52,-81,-83,-65,32
IT,Italy,Lombardy,,2020-04-21,-82,-49,-75,-82,-65,33
IT,Italy,Lombardy,,2020-04-22,-82,-46,-72,-80,-63,32
IT,Italy,Lombardy,,2020-04-23,-81,-45,-73,-80,-64,33
IT,Italy,Lombardy,,2020-04-24,-81,-39,-73,-80,-64,34
IT,Italy,Lombardy,,2020-04-25,-92,-69,-82,-84,-71,28
IT,Italy,Lombardy,,2020-04-26,-94,-74,-86,-85,-57,23
IT,Italy,Lombardy,,2020-04-27,-78,-42,-72,-79,-61,30
IT,Italy,Lombardy,,2020-04-28,-80,-46,-71,-80,-62,30
IT,Italy,Lombardy,,2020-04-29,-80,-42,-70,-79,-61,31
IT,Italy,Lombardy,,2020-04-30,-77,-34,-75,-79,-61,31
IT,Italy,Lombardy,,2020-05-01,-93,-83,-79,-89,-89,45
IT,Italy,Lombardy,,2020-05-02,-83,-45,-76,-77,-58,25
IT,Italy,Lombardy,,2020-05-03,-92,-66,-82,-82,-50,22
IT,Italy,Lombardy,,2020-05-04,-64,-31,-20,-65,-49,21
IT,Italy,Lombardy,,2020-05-05,-65,-31,-17,-66,-49,23
IT,Italy,Lombardy,,2020-05-06,-66,-32,-24,-66,-48,23
IT,Italy,Lombardy,,2020-05-07,-64,-31,-15,-65,-48,23
IT,Italy,Lombardy,,2020-05-08,-65,-28,-20,-65,-48,24
IT,Italy,Lombardy,,2020-05-09,-67,-35,-15,-57,-43,17
IT,Italy,Lombardy,,2020-05-10,-76,-56,-39,-64,-29,14
IT,Italy,Lombardy,,2020-05-11,-68,-42,-66,-72,-47,23
IT,Italy,Lombardy,,2020-05-12,-61,-28,-21,-64,-46,22
IT,Italy,Lombardy,,2020-05-13,-67,-34,-57,-69,-46,23
IT,Italy,Lombardy,,2020-05-14,-61,-27,-18,-63,-45,21
IT,Italy,Lombardy,,2020-05-15,-64,-29,-41,-66,-46,24
IT,Italy,Lombardy,,2020-05-16,-65,-34,-30,-58,-37,17
IT,Italy,Lombardy,,2020-05-17,-70,-51,-17,-58,-22,13
IT,Italy,Lombardy,,2020-05-18,-42,-24,9,-56,-40,17
IT,Italy,Lombardy,,2020-05-19,-46,-23,-23,-59,-41,19
IT,Italy,Lombardy,,2020-05-20,-41,-19,25,-53,-39,17
IT,Italy,Lombardy,,2020-05-21,-40,-18,19,-54,-41,17
IT,Italy,Lombardy,,2020-05-22,-41,-17,17,-54,-39,18
IT,Italy,Lombardy,,2020-05-23,-43,-23,15,-43,-26,11
IT,Italy,Lombardy,,2020-05-24,-43,-34,34,-40,-9,7
IT,Italy,Lombardy,,2020-05-25,-37,-22,24,-54,-39,15
IT,Italy,Lombardy,,2020-05-26,-36,-18,35,-52,-37,15
IT,Italy,Lombardy,,2020-05-27,-36,-16,33,-51,-37,15
IT,Italy,Lombardy,,2020-05-28,-36,-16,25,-52,-37,15
IT,Italy,Lombardy,,2020-05-29,-36,-14,22,-51,-37,16
IT,Italy,Marche,,2020-02-15,4,-1,32,9,1,-1
IT,Italy,Marche,,2020-02-16,5,7,49,20,0,-2
IT,Italy,Marche,,2020-02-17,1,1,12,5,1,-1
IT,Italy,Marche,,2020-02-18,2,0,14,3,1,0
IT,Italy,Marche,,2020-02-19,0,-1,0,1,1,0
IT,Italy,Marche,,2020-02-20,3,1,33,6,1,-1
IT,Italy,Marche,,2020-02-21,1,0,14,7,0,0
IT,Italy,Marche,,2020-02-22,1,4,26,10,1,0
IT,Italy,Marche,,2020-02-23,-1,18,56,18,2,-1
IT,Italy,Marche,,2020-02-24,4,25,22,3,-1,1
IT,Italy,Marche,,2020-02-25,3,8,57,1,-4,2
IT,Italy,Marche,,2020-02-26,-10,2,-10,-18,-12,6
IT,Italy,Marche,,2020-02-27,-6,0,11,-16,-11,6
IT,Italy,Marche,,2020-02-28,-7,-3,5,-18,-11,6
IT,Italy,Marche,,2020-02-29,-8,1,13,-10,-13,5
IT,Italy,Marche,,2020-03-01,-16,1,-21,-17,-4,5
IT,Italy,Marche,,2020-03-02,-7,-1,-8,-13,-2,3
IT,Italy,Marche,,2020-03-03,-7,-1,-1,-13,-2,3
IT,Italy,Marche,,2020-03-04,-12,0,-16,-22,-12,7
IT,Italy,Marche,,2020-03-05,-11,0,7,-20,-13,7
IT,Italy,Marche,,2020-03-06,-16,-2,-8,-25,-14,8
IT,Italy,Marche,,2020-03-07,-22,3,-22,-27,-18,10
IT,Italy,Marche,,2020-03-08,-31,4,1,-22,-12,8
IT,Italy,Marche,,2020-03-09,-27,-3,-14,-35,-20,11
IT,Italy,Marche,,2020-03-10,-41,-1,-30,-45,-26,15
IT,Italy,Marche,,2020-03-11,-50,-14,-28,-48,-32,18
IT,Italy,Marche,,2020-03-12,-67,-20,-54,-59,-40,24
IT,Italy,Marche,,2020-03-13,-72,-23,-63,-64,-48,27
IT,Italy,Marche,,2020-03-14,-83,-38,-80,-73,-59,28
IT,Italy,Marche,,2020-03-15,-90,-61,-82,-78,-56,24
IT,Italy,Marche,,2020-03-16,-72,-35,-67,-68,-54,27
IT,Italy,Marche,,2020-03-17,-75,-41,-68,-69,-57,29
IT,Italy,Marche,,2020-03-18,-77,-42,-73,-70,-58,30
IT,Italy,Marche,,2020-03-19,-77,-42,-72,-72,-59,31
IT,Italy,Marche,,2020-03-20,-78,-37,-78,-74,-61,33
IT,Italy,Marche,,2020-03-21,-86,-47,-87,-79,-64,30
IT,Italy,Marche,,2020-03-22,-95,-88,-92,-85,-64,27
IT,Italy,Marche,,2020-03-23,-78,-42,-82,-77,-67,33
IT,Italy,Marche,,2020-03-24,-81,-49,-83,-78,-69,34
IT,Italy,Marche,,2020-03-25,-83,-51,-84,-79,-71,35
IT,Italy,Marche,,2020-03-26,-84,-52,-85,-80,-73,38
IT,Italy,Marche,,2020-03-27,-83,-45,-86,-80,-73,39
IT,Italy,Marche,,2020-03-28,-87,-51,-88,-81,-67,31
IT,Italy,Marche,,2020-03-29,-95,-88,-91,-86,-64,26
IT,Italy,Marche,,2020-03-30,-79,-46,-79,-76,-70,33
IT,Italy,Marche,,2020-03-31,-90,-42,-81,-76,-71,35
IT,Italy,Marche,,2020-04-01,-90,-39,-79,-73,-70,35
IT,Italy,Marche,,2020-04-02,-90,-39,-77,-73,-70,35
IT,Italy,Marche,,2020-04-03,-84,-34,-79,-75,-70,37
IT,Italy,Marche,,2020-04-04,-89,-44,-87,-79,-65,31
IT,Italy,Marche,,2020-04-05,-95,-86,-91,-85,-64,27
IT,Italy,Marche,,2020-04-06,-81,-37,-78,-73,-67,32
IT,Italy,Marche,,2020-04-07,-81,-35,-76,-73,-68,33
IT,Italy,Marche,,2020-04-08,-81,-34,-77,-72,-67,32
IT,Italy,Marche,,2020-04-09,-80,-29,-76,-73,-68,34
IT,Italy,Marche,,2020-04-10,-80,-22,-77,-73,-69,35
IT,Italy,Marche,,2020-04-11,-86,-40,-85,-77,-65,30
IT,Italy,Marche,,2020-04-12,-96,-94,-92,-87,-67,27
IT,Italy,Marche,,2020-04-13,-95,-94,-86,-88,-91,41
IT,Italy,Marche,,2020-04-14,-82,-41,-81,-76,-67,33
IT,Italy,Marche,,2020-04-15,-80,-35,-77,-71,-64,32
IT,Italy,Marche,,2020-04-16,-79,-37,-75,-70,-64,33
IT,Italy,Marche,,2020-04-17,-78,-33,-76,-71,-63,34
IT,Italy,Marche,,2020-04-18,-85,-48,-85,-74,-60,29
IT,Italy,Marche,,2020-04-19,-94,-86,-89,-83,-58,26
IT,Italy,Marche,,2020-04-20,-78,-49,-80,-73,-61,31
IT,Italy,Marche,,2020-04-21,-79,-48,-81,-74,-62,32
IT,Italy,Marche,,2020-04-22,-78,-45,-78,-71,-61,31
IT,Italy,Marche,,2020-04-23,-77,-41,-74,-69,-60,31
IT,Italy,Marche,,2020-04-24,-74,-24,-73,-66,-59,31
IT,Italy,Marche,,2020-04-25,-95,-95,-87,-84,-77,33
IT,Italy,Marche,,2020-04-26,-92,-69,-88,-79,-53,24
IT,Italy,Marche,,2020-04-27,-71,-36,-70,-66,-56,27
IT,Italy,Marche,,2020-04-28,-74,-41,-71,-68,-57,27
IT,Italy,Marche,,2020-04-29,-73,-36,-72,-65,-56,28
IT,Italy,Marche,,2020-04-30,-68,-20,-66,-64,-56,28
IT,Italy,Marche,,2020-05-01,-93,-94,-82,-85,-88,43
IT,Italy,Marche,,2020-05-02,-79,-41,-81,-72,-55,28
IT,Italy,Marche,,2020-05-03,-90,-75,-86,-78,-49,24
IT,Italy,Marche,,2020-05-04,-55,-30,-25,-44,-44,19
IT,Italy,Marche,,2020-05-05,-58,-29,-26,-46,-43,19
IT,Italy,Marche,,2020-05-06,-61,-30,-47,-49,-43,21
IT,Italy,Marche,,2020-05-07,-57,-29,-15,-45,-42,20
IT,Italy,Marche,,2020-05-08,-58,-23,-26,-46,-42,21
IT,Italy,Marche,,2020-05-09,-62,-28,-31,-42,-43,18
IT,Italy,Marche,,2020-05-10,-71,-60,-32,-42,-30,15
IT,Italy,Marche,,2020-05-11,-53,-30,-28,-45,-38,18
IT,Italy,Marche,,2020-05-12,-54,-25,-29,-46,-38,18
IT,Italy,Marche,,2020-05-13,-54,-25,-19,-41,-37,18
IT,Italy,Marche,,2020-05-14,-54,-24,-16,-43,-38,17
IT,Italy,Marche,,2020-05-15,-55,-20,-19,-45,-38,19
IT,Italy,Marche,,2020-05-16,-61,-24,-40,-44,-38,18
IT,Italy,Marche,,2020-05-17,-65,-52,-11,-36,-22,13
IT,Italy,Marche,,2020-05-18,-36,-21,-18,-38,-32,14
IT,Italy,Marche,,2020-05-19,-39,-18,-12,-39,-32,15
IT,Italy,Marche,,2020-05-20,-44,-21,-44,-45,-34,17
IT,Italy,Marche,,2020-05-21,-34,-15,15,-31,-32,14
IT,Italy,Marche,,2020-05-22,-35,-13,14,-33,-32,14
IT,Italy,Marche,,2020-05-23,-35,-17,30,-21,-27,9
IT,Italy,Marche,,2020-05-24,-42,-35,6,-25,-10,8
IT,Italy,Marche,,2020-05-25,-28,-20,16,-32,-30,11
IT,Italy,Marche,,2020-05-26,-30,-15,23,-31,-29,12
IT,Italy,Marche,,2020-05-27,-31,-15,14,-30,-29,12
IT,Italy,Marche,,2020-05-28,-30,-14,22,-30,-29,12
IT,Italy,Marche,,2020-05-29,-40,-15,-42,-44,-32,16
IT,Italy,Molise,,2020-02-15,2,1,25,4,2,-1
IT,Italy,Molise,,2020-02-16,9,3,63,25,3,-2
IT,Italy,Molise,,2020-02-17,-1,-1,12,6,1,-1
IT,Italy,Molise,,2020-02-18,4,0,17,7,3,-1
IT,Italy,Molise,,2020-02-19,-1,0,-9,-1,1,0
IT,Italy,Molise,,2020-02-20,-1,-1,-13,0,1,0
IT,Italy,Molise,,2020-02-21,3,1,8,7,0,-1
IT,Italy,Molise,,2020-02-22,0,0,18,10,0,0
IT,Italy,Molise,,2020-02-23,13,12,61,30,3,-2
IT,Italy,Molise,,2020-02-24,6,12,9,0,-7,0
IT,Italy,Molise,,2020-02-25,7,2,14,-4,-11,1
IT,Italy,Molise,,2020-02-26,-5,-3,-8,-4,-5,2
IT,Italy,Molise,,2020-02-27,-2,-1,-8,-2,0,1
IT,Italy,Molise,,2020-02-28,0,1,-9,-4,0,1
IT,Italy,Molise,,2020-02-29,4,4,12,1,2,1
IT,Italy,Molise,,2020-03-01,4,4,6,-2,0,2
IT,Italy,Molise,,2020-03-02,-2,-1,-17,1,1,1
IT,Italy,Molise,,2020-03-03,2,-1,-4,-1,1,1
IT,Italy,Molise,,2020-03-04,1,2,-15,-4,0,1
IT,Italy,Molise,,2020-03-05,-3,5,-4,-16,-16,5
IT,Italy,Molise,,2020-03-06,-10,0,-20,-21,-18,7
IT,Italy,Molise,,2020-03-07,-22,0,-28,-25,-18,9
IT,Italy,Molise,,2020-03-08,-24,4,-13,-18,-10,8
IT,Italy,Molise,,2020-03-09,-22,-7,-19,-27,-24,9
IT,Italy,Molise,,2020-03-10,-37,-11,-40,-37,-30,13
IT,Italy,Molise,,2020-03-11,-46,-19,-36,-45,-35,15
IT,Italy,Molise,,2020-03-12,-66,-33,-61,-58,-48,20
IT,Italy,Molise,,2020-03-13,-70,-37,-61,-61,-52,23
IT,Italy,Molise,,2020-03-14,-78,-44,-72,-65,-56,24
IT,Italy,Molise,,2020-03-15,-87,-61,-75,-74,-53,21
IT,Italy,Molise,,2020-03-16,-69,-41,-66,-63,-54,23
IT,Italy,Molise,,2020-03-17,-71,-47,-62,-65,-57,23
IT,Italy,Molise,,2020-03-18,-73,-45,-70,-66,-58,25
IT,Italy,Molise,,2020-03-19,-75,-50,-74,-68,-60,26
IT,Italy,Molise,,2020-03-20,-76,-46,-75,-72,-61,28
IT,Italy,Molise,,2020-03-21,-81,-50,-80,-72,-62,27
IT,Italy,Molise,,2020-03-22,-92,-82,-84,-82,-62,
IT,Italy,Molise,,2020-03-23,-77,-49,-79,-75,-66,29
IT,Italy,Molise,,2020-03-24,-81,-60,-79,-78,-71,30
IT,Italy,Molise,,2020-03-25,-80,-55,-81,-76,-69,31
IT,Italy,Molise,,2020-03-26,-82,-60,-83,-80,-71,32
IT,Italy,Molise,,2020-03-27,-79,-47,-78,-77,-68,32
IT,Italy,Molise,,2020-03-28,-83,-52,-82,-76,-64,29
IT,Italy,Molise,,2020-03-29,-91,-82,-84,-80,-60,
IT,Italy,Molise,,2020-03-30,-77,-50,-75,-73,-64,28
IT,Italy,Molise,,2020-03-31,-89,-46,-72,-73,-66,28
IT,Italy,Molise,,2020-04-01,-89,-42,-77,-71,-66,29
IT,Italy,Molise,,2020-04-02,-89,-41,-76,-71,-66,29
IT,Italy,Molise,,2020-04-03,-81,-34,-78,-73,-65,29
IT,Italy,Molise,,2020-04-04,-86,-42,-81,-74,-62,28
IT,Italy,Molise,,2020-04-05,-94,-81,-84,-81,-59,
IT,Italy,Molise,,2020-04-06,-80,-40,-72,-70,-62,27
IT,Italy,Molise,,2020-04-07,-78,-39,-70,-70,-63,26
IT,Italy,Molise,,2020-04-08,-77,-32,-73,-67,-63,26
IT,Italy,Molise,,2020-04-09,-78,-32,-75,-68,-64,27
IT,Italy,Molise,,2020-04-10,-77,-24,-74,-67,-65,28
IT,Italy,Molise,,2020-04-11,-83,-39,-78,-71,-62,27
IT,Italy,Molise,,2020-04-12,-94,-90,-85,-82,-62,
IT,Italy,Molise,,2020-04-13,-95,-93,-85,-86,-86,35
IT,Italy,Molise,,2020-04-14,-81,-49,-77,-73,-64,27
IT,Italy,Molise,,2020-04-15,-78,-37,-74,-70,-61,27
IT,Italy,Molise,,2020-04-16,-76,-42,-71,-68,-61,27
IT,Italy,Molise,,2020-04-17,-75,-37,-71,-67,-60,27
IT,Italy,Molise,,2020-04-18,-80,-49,-77,-68,-57,25
IT,Italy,Molise,,2020-04-19,-92,-78,-81,-76,-53,
IT,Italy,Molise,,2020-04-20,-75,-51,-77,-70,-59,27
IT,Italy,Molise,,2020-04-21,-74,-49,-74,-69,-59,26
IT,Italy,Molise,,2020-04-22,-76,-49,-79,-71,-60,27
IT,Italy,Molise,,2020-04-23,-76,-48,-74,-70,-62,27
IT,Italy,Molise,,2020-04-24,-70,-27,-67,-63,-58,25
IT,Italy,Molise,,2020-04-25,-93,-91,-83,-80,-72,29
IT,Italy,Molise,,2020-04-26,-90,,-77,-73,-49,20
IT,Italy,Molise,,2020-04-27,-67,-38,-66,-60,-54,23
IT,Italy,Molise,,2020-04-28,-69,-42,-64,-63,-55,21
IT,Italy,Molise,,2020-04-29,-70,-38,-67,-62,-55,24
IT,Italy,Molise,,2020-04-30,-65,-27,-66,-58,-54,22
IT,Italy,Molise,,2020-05-01,-93,-93,-80,-81,-82,34
IT,Italy,Molise,,2020-05-02,-74,-38,-70,-65,-52,23
IT,Italy,Molise,,2020-05-03,-89,-68,-76,-73,-45,20
IT,Italy,Molise,,2020-05-04,-53,-29,-33,-45,-44,16
IT,Italy,Molise,,2020-05-05,-54,-31,-31,-44,-44,16
IT,Italy,Molise,,2020-05-06,-57,-31,-48,-50,-45,18
IT,Italy,Molise,,2020-05-07,-56,-29,-41,-47,-44,17
IT,Italy,Molise,,2020-05-08,-56,-25,-31,-49,-44,17
IT,Italy,Molise,,2020-05-09,-60,-25,-32,-44,-39,16
IT,Italy,Molise,,2020-05-10,-74,-57,-34,-49,-27,13
IT,Italy,Molise,,2020-05-11,-53,-32,-39,-48,-41,16
IT,Italy,Molise,,2020-05-12,-51,-26,-20,-42,-41,15
IT,Italy,Molise,,2020-05-13,-54,-28,-33,-47,-41,16
IT,Italy,Molise,,2020-05-14,-54,-29,-31,-47,-41,15
IT,Italy,Molise,,2020-05-15,-54,-24,-37,-48,-41,17
IT,Italy,Molise,,2020-05-16,-58,-26,-32,-44,-35,15
IT,Italy,Molise,,2020-05-17,-72,-56,-34,-51,-23,13
IT,Italy,Molise,,2020-05-18,-36,-21,-18,-35,-34,12
IT,Italy,Molise,,2020-05-19,-36,-19,-5,-35,-36,12
IT,Italy,Molise,,2020-05-20,-40,-17,-36,-43,-36,14
IT,Italy,Molise,,2020-05-21,-39,-18,-21,-39,-35,13
IT,Italy,Molise,,2020-05-22,-39,-14,-9,-36,-34,12
IT,Italy,Molise,,2020-05-23,-40,-14,17,-30,-26,9
IT,Italy,Molise,,2020-05-24,-50,-38,23,-30,-12,7
IT,Italy,Molise,,2020-05-25,-31,-18,-3,-34,-32,11
IT,Italy,Molise,,2020-05-26,-32,-17,-1,-34,-31,11
IT,Italy,Molise,,2020-05-27,-32,-13,-22,-35,-32,12
IT,Italy,Molise,,2020-05-28,-31,-14,-11,-34,-31,10
IT,Italy,Molise,,2020-05-29,-37,-12,-28,-40,-33,13
IT,Italy,Piedmont,,2020-02-15,1,0,23,4,0,-1
IT,Italy,Piedmont,,2020-02-16,1,0,5,7,1,-1
IT,Italy,Piedmont,,2020-02-17,-1,1,3,0,0,0
IT,Italy,Piedmont,,2020-02-18,2,0,22,3,0,0
IT,Italy,Piedmont,,2020-02-19,1,0,15,0,0,0
IT,Italy,Piedmont,,2020-02-20,2,1,23,4,0,0
IT,Italy,Piedmont,,2020-02-21,1,1,25,5,0,0
IT,Italy,Piedmont,,2020-02-22,-3,2,28,5,-3,0
IT,Italy,Piedmont,,2020-02-23,-8,15,17,3,1,0
IT,Italy,Piedmont,,2020-02-24,-6,23,31,-21,-21,5
IT,Italy,Piedmont,,2020-02-25,-10,3,3,-26,-21,7
IT,Italy,Piedmont,,2020-02-26,-14,-7,-12,-29,-19,8
IT,Italy,Piedmont,,2020-02-27,-9,-4,-2,-26,-18,7
IT,Italy,Piedmont,,2020-02-28,-8,-3,24,-22,-17,7
IT,Italy,Piedmont,,2020-02-29,-12,-1,-8,-18,-7,5
IT,Italy,Piedmont,,2020-03-01,-11,-2,3,-14,-3,3
